Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster_ID
19,0,0.548920197,0.586840384,0.588040045,0.610206258,0.610206258,0.999007565,0.797433452,0.80934291,0.303520417,0.781608431,0.000227688,0.0,0.467991914,0.0,0.285049094,0.185032236,0.185032236,0.185032236,0.248841827,0.342505482,0.175628053,0.133702467,0.204187693,0.022120436,0.848081272,0.689486626,0.689486626,0.217608095,6920000000.0,0.000466422,0.264133467,0.399435565,0.009281718,0.005615812,0.630612594,0.011524818,0.165220546,0.834779454,0.006599672,0.369637181,0.005365848,0.133665543,0.202782596,0.405430969,0.556221889,0.014141804,0.000447448,0.000146744,0.004392982,0.146451613,0.023806237,0.395660433,0.000734108,0.831303271,0.512634997,0.838792957,0.058229369,0.005480047,0.001831464,0.168603628,0.359975359,0.277564972,0.01016678,0.973934089,0.739448253,0.336221637,0.0,0.942189755,0.002268668,0.140995126,5040000000.0,3070000000.0,0.59393021,1170000000.0,0.671572381,0.066925313,0.973934089,0.336221637,0.110933234,0.643469564,0.459358036,0.667640592,0.31467999,0.031397116,0,0.827921189,0.003341701,0.623728392,0.610204466,0.843384146,0.283136988,0.026791236,0.565158774,1,0.021679963,0
22,0,0.49027446,0.538541212,0.538947481,0.602920192,0.602898572,0.998997974,0.797404124,0.809328328,0.30348948,0.781609834,0.000120031,4070000000.0,0.466341226,0.000315032,0.049701387,0.199190932,0.199190932,0.199190932,0.218492956,0.322946877,0.020025107,0.098689032,0.17172554,0.022125461,0.848160444,0.689240474,0.689240474,0.217596079,6160000000.0,0.000446708,0.263902682,0.379512686,0.008296386,0.00638875,0.632877289,0.006286762,0.120506696,0.879493304,0.006074312,0.37512945,0.008380253,0.098604394,0.17065078,0.397817323,0.065967016,0.000742597,0.008525427,0.000124389,0.000187611,0.021129032,0.01674133,0.39402094,0.010867762,0.768086366,0.186721594,0.227526107,0.026527695,0.00665151,0.002699484,0.051782344,0.346729248,0.277353443,0.004601991,0.399252503,0.733140587,0.328487309,0.032181231,0.936346492,0.002261593,0.012715904,0.000132358,0.000112683,0.593942306,4330000000.0,0.671561646,0.173635085,0.399252503,0.328487309,0.122797515,0.634481438,0.457499674,0.588438925,0.313236393,0.035027521,0,0.798300595,0.009143849,0.62397457,0.602915741,0.840224357,0.279338238,0.028109994,0.567955764,1,0.031018534,0
26,0,0.534100327,0.584986917,0.577814658,0.612108851,0.611085487,0.999111095,0.797679007,0.809541461,0.303733112,0.781815168,0.000138186,3530000000.0,0.466248962,0.000648065,0.168033202,0.19063672,0.19063672,0.19063672,0.236929186,0.325281177,0.020115855,0.109274489,0.191684869,0.022088103,0.848028382,0.689332489,0.689332489,0.217585942,729000000.0,0.000476279,0.263784569,0.381114713,0.005899514,0.004287655,0.631304023,0.008261064,0.140490371,0.859509629,0.005438552,0.376348463,0.00584357,0.109279072,0.190619109,0.39846039,0.070464768,0.000906942,0.006972167,8540000000.0,0.00013617,0.023548387,0.012581702,0.398238394,0.012198053,0.750042555,0.180071764,0.245082684,0.051130683,0.004252579,0.003491486,0.077401716,0.348315615,0.252844397,0.004607176,0.517559385,0.731878859,0.330067572,0.01751563,0.941338793,0.002515507,0.015427189,0.000142116,0.000107534,0.593913846,8270000000.0,0.671572459,0.261427295,0.517559385,0.330067572,0.118755774,0.643058554,0.459297876,0.599494297,0.31458919,0.048681551,0,0.821743765,0.008844019,0.623329495,0.612108755,0.8423143,0.280769965,0.026996911,0.565979587,1,0.026130588,0
32,0,0.504070589,0.539140863,0.56041544,0.615625766,0.615625766,0.999024088,0.797397069,0.809322859,0.303422771,0.781594676,0.000298111,0.000207817,0.462851966,0.000382038,0.0,0.162235051,0.162235051,0.162235051,0.215656613,0.319445427,0.009150445,0.097874766,0.170595767,0.022370061,0.848199641,0.689735691,0.689735691,0.217635136,7400000000.0,0.000503929,0.264587267,0.379289147,0.006709495,0.004985109,0.634224189,0.00837323,0.141518276,0.858481724,0.005046201,0.378506899,0.005365848,0.097887863,0.169504562,0.400559736,0.056971514,0.000491007,0.012860723,6380000000.0,4610000000.0,0.021129032,0.006251193,0.393252075,0.017385916,0.761049303,0.268057312,0.343831912,0.063513068,0.005108619,0.003523472,0.095383707,0.343474388,0.278102101,0.004488594,0.636328171,0.732749126,0.331000298,0.015813167,0.921897139,0.002241426,0.021145927,0.00025855,0.000205745,0.593935223,0.00012852,0.67159568,0.59947086,0.636328171,0.331000298,0.120824647,0.657878683,0.461963162,0.57752938,0.317235579,0.043022618,0,0.797366168,0.000818183,0.622282453,0.615621922,0.840166228,0.280851622,0.030019562,0.568954618,1,0.025920184,0
34,0,0.486423244,0.548244658,0.537502008,0.602120238,0.602141858,0.998991504,0.797433591,0.809348118,0.303554497,0.781609132,0.000114249,370000000.0,0.460193084,0.000244024,0.184127948,0.220428975,0.220428975,0.220428975,0.224165642,0.31470609,0.049079662,0.102271802,0.179257362,0.022093634,0.848033276,0.68938281,0.68938281,0.217591948,6430000000.0,0.00044853,0.263957853,0.372229053,0.008066746,0.006227799,0.630919097,0.00464075,0.099495117,0.900504883,0.005459492,0.370776791,0.00644377,0.102024199,0.178123822,0.399078003,0.142428786,0.001359399,0.004649534,0.000160692,0.0002852,0.032258065,0.018718329,0.393862644,0.00832897,0.782076212,0.355596048,0.44654285,0.120667381,0.00625157,0.00618064,0.103348767,0.337153752,0.27743431,0.00504174,0.976476545,0.733882476,0.330292563,0.0,0.943967022,0.002316019,0.019053496,0.000118753,9770000000.0,0.593937909,9240000000.0,0.671558613,0.253515171,0.976476545,0.330292563,0.110933234,0.619810796,0.453435116,0.553138464,0.311312426,0.035996511,0,0.805548102,0.002869001,0.623757325,0.602120111,0.840711632,0.278144459,0.026874153,0.565525322,1,0.038183901,0
36,0,0.497879394,0.578826864,0.550939558,0.595807089,0.595807089,0.998993468,0.797438709,0.809359575,0.303559331,0.781608571,1080000000.0,50900000.0,0.461103982,0.000374037,0.045753619,0.262230837,0.262230837,0.262230837,0.254609057,0.315943977,0.204198618,0.126536927,0.213150561,0.022134912,0.848078779,0.689490203,0.689490203,0.217604382,8070000000.0,0.000454295,0.264149008,0.366677844,0.00749514,0.006191616,0.630666703,0.010039304,0.155001965,0.844998035,0.020930436,0.372869244,0.005515136,0.125979123,0.211484805,0.406447818,0.322338831,0.001105779,0.005723752,0.000607803,0.017531079,0.077096774,0.634792826,0.461590647,0.005495077,0.777880653,0.431212302,0.493961447,0.009269344,0.006374971,0.000400477,0.12261243,0.34001161,0.27737939,0.003247549,0.750746759,0.734285208,0.332961734,0.006862259,0.940211366,0.003156228,0.004704403,5590000000.0,5270000000.0,0.593924251,341000000.0,0.671570492,0.010265189,0.750746759,0.332961734,0.117641503,0.636583985,0.458229897,0.561378888,0.313326199,0.038658397,0,0.82148615,0.150598552,0.623910206,0.595802081,0.842520218,0.282059671,0.026807344,0.565234417,1,0.02335153,0
37,0,0.491200702,0.556094636,0.544943519,0.599727583,0.599727583,0.999011262,0.797414085,0.809335228,0.303479087,0.781590887,5590000000.0,0.0,0.46289726,0.000764076,0.114687721,0.169145843,0.169145843,0.169145843,0.218209322,0.321107731,0.031807251,0.102678935,0.173834451,0.022143635,0.848240768,0.68973774,0.68973774,0.217631241,6160000000.0,0.000473335,0.265270299,0.381915726,0.004894212,0.003892764,0.63324749,0.01067491,0.159567071,0.840432929,0.005216084,0.380968411,0.005365848,0.102691876,0.172852726,0.402546545,0.136431784,0.000921145,0.006871406,0.000182093,0.000302599,0.043225806,0.033303468,0.397559983,0.015672763,0.727896165,0.32047974,0.403868072,0.003094738,0.003808113,0.00010866,0.150985391,0.34474988,0.276385794,0.003161213,0.901344106,0.729894247,0.33480488,0.0,0.926733779,0.002290745,0.018188526,0.000108649,8930000000.0,0.593897441,242000000.0,0.671562953,0.262747468,0.901344106,0.33480488,0.110933234,0.627461084,0.456798875,0.585714717,0.311443692,0.05815101,0,0.802420205,0.003266757,0.622667647,0.599728438,0.840689642,0.282520741,0.028463987,0.568246456,1,0.022579896,0
39,0,0.530785356,0.598288269,0.589378446,0.61359345,0.61359345,0.99912057,0.797543156,0.809459306,0.303475945,0.781726185,0.000168945,0.000129886,0.467926491,0.00019802,0.006275939,0.18692849,0.18692849,0.18692849,0.240143708,0.331576714,0.035648925,0.121732758,0.191007005,0.022100192,0.848032405,0.689382752,0.689382752,0.217591616,7990000000.0,0.000479124,0.263884809,0.392254387,0.010134758,0.006681955,0.630721497,0.006273083,0.120355534,0.879644466,0.005324593,0.373155544,0.005365848,0.12175322,0.189902722,0.405551544,0.154422789,0.000669555,0.009452772,6460000000.0,0.000366145,0.036612903,0.031308844,0.408618077,0.015178566,0.825815116,0.482239037,0.677034243,0.047580235,0.006991936,0.002015158,0.12508749,0.359970573,0.277366424,0.008467368,0.983535547,0.737161211,0.331744584,0.0,0.946786289,0.002415187,0.032773915,0.000186149,0.000134775,0.593970124,3630000000.0,0.671582972,0.277122564,0.983535547,0.331744584,0.110933234,0.66102102,0.463079909,0.640346789,0.317411838,0.02880514,0,0.83149302,0.001986567,0.623814634,0.613592148,0.842818132,0.279328778,0.026825436,0.565316711,1,0.031060842,0
40,0,0.496319407,0.554132141,0.546388993,0.600851843,0.600851843,0.998980065,0.797534856,0.809452536,0.303755348,0.781702606,0.000104998,0.0,0.464128566,0.000589059,0.0,0.20256205,0.20256205,0.20256205,0.223692919,0.319763741,0.015094454,0.09657194,0.178654817,0.022080502,0.84798155,0.689982651,0.689982651,0.218366843,7640000000.0,0.000486885,0.264178536,0.376979248,0.006321353,0.002838474,0.631744771,0.007487758,0.133234574,0.866765426,0.005416611,0.374782758,0.006371259,0.09655251,0.177369731,0.395827835,0.047976012,0.001913303,0.003303774,0.000103179,8090000000.0,0.018387097,0.011203972,0.392664119,0.018586676,0.752338294,0.058013931,0.111228374,0.018207277,0.003343,0.00283077,0.033727399,0.342643116,0.281030209,0.008044042,0.230480393,0.732052728,0.327801535,0.048999383,0.935350358,0.002448695,0.008302049,9600000000.0,5190000000.0,0.593918929,4440000000.0,0.671583012,0.297007821,0.230480393,0.327801535,0.120745606,0.648617373,0.460358982,0.573194817,0.315530872,0.045559964,0,0.806582438,0.114600055,0.626809867,0.600846859,0.840936435,0.280209331,0.027081661,0.5662449,1,0.027742998,0
44,0,0.514649247,0.579971653,0.56598319,0.614112339,0.613989824,0.999064414,0.797501516,0.809414258,0.303520659,0.781680291,0.000231504,0.000114605,0.465769189,0.000362036,0.060734892,0.188024103,0.188024103,0.188024103,0.235794649,0.326023909,0.041320689,0.11521863,0.187994276,0.02213262,0.848217628,0.705227196,0.705227196,0.219413706,7450000000.0,0.000495669,0.264664973,0.386470325,0.011078905,0.006290807,0.631124231,0.009038018,0.147201983,0.852798017,0.005527011,0.377365053,0.005365848,0.115174166,0.187037177,0.405976236,0.145427286,0.000854189,0.007403391,6190000000.0,0.000294278,0.041129032,0.013768488,0.396689356,0.006025666,0.82035895,0.354101551,0.557876858,0.078276039,0.006811903,0.004377505,0.094616433,0.348718675,0.277404057,0.011367831,0.606836033,0.737648066,0.331142502,0.010502529,0.939950269,0.002334023,0.039714757,0.000156852,0.000100659,0.593967886,6180000000.0,0.671591285,0.241758401,0.606836033,0.331142502,0.121909061,0.674031244,0.464658615,0.603028989,0.320329084,0.026391152,0,0.820147787,0.000535303,0.623769468,0.614109854,0.842268282,0.28133352,0.026958415,0.565846938,1,0.024783683,0
