Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster_ID
128,0,0.542777751,0.595671609,0.587183468,0.597262861,0.597262861,0.999001672,0.797443275,0.809355929,0.303550146,0.781616992,2590000000.0,1050000000.0,0.459111078,0.000268027,0.17724466,0.246260166,0.246260166,0.246302305,0.264914437,0.311346113,0.215648018,0.136552398,0.2191007,0.022091848,0.848028488,0.689475777,0.689475777,0.217602659,8110000000.0,0.000477477,0.264231376,0.368997057,0.014996521,0.002910839,0.630925604,0.00765555,0.134867128,0.865132872,0.005599759,0.376587792,0.00570525,0.136254824,0.217856874,0.406333942,0.44077961,0.006758443,0.000935884,0.000135662,0.000975126,0.093870968,0.131330876,0.409929671,0.019541594,0.847854108,0.172698612,0.593500497,0.020089599,0.004229521,0.001420551,0.074730596,0.337042655,0.277577936,0.028140661,0.520097865,0.739300527,0.329803307,0.010797756,0.945575995,0.00263886,0.013534473,4730000000.0,90700000.0,0.593939903,542000000.0,0.671572348,0.240668422,0.520097865,0.329803307,0.122022746,0.643175046,0.459320776,0.548776228,0.314608348,0.019556415,0,0.828357435,0.013386722,0.623468461,0.597260749,0.842798579,0.280331145,0.026869463,0.565506018,1,0.027365443,4
136,0,0.626432019,0.659180113,0.661170298,0.599533,0.599533,0.999043153,0.79748118,0.809385745,0.303529602,0.781649554,2080000000.0,1290000000.0,0.462915713,0.000353035,0.172790768,0.24158274,0.24158274,0.24158274,0.284579749,0.322345618,0.184929746,0.166354531,0.250809671,0.02273211,0.849160273,0.693295526,0.693295526,0.218041487,0.000132247,0.000963489,0.266467741,0.378218025,0.014840515,0.007744355,0.630715333,0.004564149,0.098406748,0.901593252,0.005546366,0.371570827,0.005365848,0.166349113,0.236422593,0.402917649,0.569715142,0.004370365,0.001446522,0.000261006,0.001006899,0.116774194,0.082869439,0.414735081,0.011391112,0.867221327,0.452296862,0.718060036,0.220848705,0.009031254,0.01280191,0.091265019,0.344658003,0.277309497,0.015345952,0.870236368,0.73915041,0.329791831,0.001854125,0.950492623,0.00306666,0.01160162,5390000000.0,3420000000.0,0.593942402,546000000.0,0.67158762,0.242680323,0.870236368,0.329791831,0.112812102,0.723135926,0.4797487,0.577511602,0.325793123,0.019760989,0,0.852800545,0.002042852,0.625627882,0.599528595,0.8439942,0.278089302,0.026818103,0.565283689,1,0.038636292,4
148,0,0.663920441,0.692324466,0.709245677,0.630097003,0.630097003,0.999314458,0.79780794,0.809650957,0.303532985,0.781935449,0.000239599,0.000250264,0.493502093,0.000551055,0.147180889,0.212254014,0.212254014,0.212254014,0.279379786,0.345334937,0.039293979,0.160003257,0.230850343,0.022096731,0.848020276,0.689382637,0.689382637,0.21759147,8810000000.0,0.000539114,0.264121034,0.397097724,0.023886977,0.021999733,0.630663279,0.002453971,0.062430087,0.937569913,0.005591722,0.370532988,0.005365848,0.159973619,0.229560365,0.396923728,0.166416792,0.001671857,0.003781109,0.000157826,0.000360849,0.032419355,0.034225871,0.432283304,0.015943837,0.872617155,0.577897866,0.594028185,0.409493661,0.022397879,0.045741364,0.04713129,0.407786033,0.277020227,0.004194274,0.69129815,0.738328073,0.327757836,0.003342843,0.962526445,0.002565276,0.042320959,0.000155552,0.000156977,0.594001527,0.000301675,0.671583248,0.275902855,0.69129815,0.327757836,0.113312331,0.662159992,0.466825172,0.705614456,0.316846865,0.012257268,0,0.879036619,0.001139097,0.624215493,0.630092426,0.844936106,0.276558544,0.026804723,0.565222263,1,0.061798009,4
157,0,0.531857846,0.587331007,0.572300444,0.606545208,0.606494761,0.999039918,0.797514658,0.809403321,0.303595102,0.781668501,0.000135757,4410000000.0,0.473755903,0.000255026,0.241724871,0.282752518,0.282752518,0.282752518,0.26179446,0.335431846,0.102212744,0.132969628,0.21955261,0.022077626,0.848000372,0.689291141,0.689291141,0.217580957,6060000000.0,0.000461407,0.263413914,0.381897098,0.021369044,0.014784395,0.63062458,0.002298033,0.059255676,0.940744324,0.007162184,0.369637181,0.005365848,0.13297344,0.218595883,0.399179822,0.209895052,0.00122143,0.00517725,0.000146744,0.001174841,0.039032258,0.035768107,0.401381696,0.003846363,0.849413608,0.372481919,0.50035394,0.182255836,0.015376471,0.021606474,0.044381174,0.366228655,0.277173859,0.015817128,0.683694221,0.737040065,0.327645623,0.0,0.95623489,0.0023685,0.041818747,8390000000.0,6460000000.0,0.593962931,9220000000.0,0.671580817,0.092701498,0.683694221,0.327645623,0.110933234,0.664706689,0.468251795,0.615736215,0.317114504,0.01371671,0,0.829871379,0.0023737,0.623934278,0.606546826,0.842012506,0.276445512,0.026794096,0.565172374,1,0.065101786,4
169,0,0.733973578,0.747056258,0.758873601,0.650593119,0.650593119,0.999402159,0.797914739,0.809707983,0.303535886,0.781999309,0.000480817,0.000107983,0.484005603,0.0,0.205081486,0.220049724,0.220049724,0.220049724,0.313699537,0.370410978,0.05122737,0.200635127,0.270768999,0.022182115,0.848135434,0.689624662,0.689624662,0.21761957,0.000126565,0.000654853,0.266063672,0.424276294,0.012662051,0.012793096,0.630612252,0.004408211,0.096109079,0.903890921,0.005381712,0.369637181,0.005365848,0.200205188,0.267310158,0.395905539,0.193403298,0.002203443,0.002869134,19100000.0,0.000301086,0.040322581,0.006894526,0.402071414,0.003269733,0.846155818,0.695744191,0.666541048,0.555203151,0.012799867,0.029662471,0.099061967,0.406384409,0.27697486,0.0,0.967436321,0.737777303,0.330055784,0.0,0.964293745,0.002433197,0.083449161,0.000171431,0.000185606,0.593980994,0.00039894,0.671667222,0.287935715,0.967436321,0.330055784,0.110933234,0.813841016,0.503893447,0.772291745,0.338218912,0.023131304,0,0.895250374,0.000829172,0.623878825,0.650591827,0.846868315,0.277975943,0.026791157,0.565158396,1,0.039613611,4
170,0,0.60225223,0.65825338,0.641469029,0.611885441,0.611885441,0.999161358,0.79761537,0.809489251,0.303516792,0.781761694,0.000100719,4300000000.0,0.465463879,70000000.0,0.178358133,0.204163331,0.204163331,0.204163331,0.268318049,0.324679918,0.061315547,0.152593437,0.221887475,0.022157968,0.848105624,0.689668895,0.689668895,0.217621992,8510000000.0,0.00052796,0.264944713,0.381599046,0.016101666,0.010992692,0.630617389,0.003978698,0.089578861,0.910421139,0.006762102,0.370454703,0.005365848,0.152555898,0.220986351,0.406166477,0.250374813,0.000878537,0.007201014,0.000100313,0.001412381,0.048870968,0.019255908,0.404818977,0.002067063,0.888083531,0.585089622,0.803912165,0.154537473,0.011315864,0.008676862,0.094238148,0.352713247,0.277217527,0.012704838,0.984923153,0.740082373,0.329750723,0.0,0.957992082,0.002625815,0.028932387,0.000136191,0.000101169,0.593978925,7480000000.0,0.671574383,0.096744585,0.984923153,0.329750723,0.110933234,0.648502493,0.460830759,0.600196172,0.315313295,0.018218233,0,0.863008678,0.00062644,0.624036234,0.611883867,0.844506568,0.277664805,0.026792502,0.565164805,1,0.042677712,4
180,0,0.592356067,0.635739206,0.630815354,0.609896366,0.609896366,0.999140444,0.797645943,0.809513729,0.303613713,0.781787379,8960000000.0,1950000000.0,0.472521242,0.000307031,0.175321389,0.235514728,0.235514728,0.235514728,0.262739907,0.331930395,0.048641045,0.135982412,0.222038111,0.022201174,0.848163232,0.689684649,0.689683928,0.217622364,0.000115718,0.000669551,0.264845249,0.383424612,0.018562813,0.015835566,0.63064821,0.002339981,0.060132418,0.939867582,0.005684547,0.36993131,0.005365848,0.135961698,0.215571978,0.397527943,0.179910045,0.00151157,0.004182446,0.000229861,0.000352528,0.03483871,0.013894805,0.400262319,0.005688695,0.842555755,0.444333536,0.495406369,0.250469479,0.016082054,0.026103464,0.050550194,0.366490379,0.277078744,0.006755765,0.769218797,0.736702139,0.327855865,0.001270252,0.951715704,0.002785073,0.015153151,0.00012955,0.000120744,0.593981031,0.000187114,0.671634645,0.239107672,0.769218797,0.327855865,0.111681613,0.7509036,0.503183148,0.616968487,0.327247148,0.015801852,0,0.845207807,0.003013214,0.624563416,0.609891373,0.842914652,0.276476226,0.026800381,0.565201999,1,0.064162876,4
189,0,0.606103447,0.673408199,0.658439959,0.636208363,0.636208363,0.999570049,0.801278626,0.812640157,0.309062331,0.78515637,8200000000.0,0.0,0.49672127,0.000305031,0.092620711,0.224390038,0.224390038,0.224390038,0.279096152,0.327544741,0.004038296,0.106668838,0.226632522,0.022282718,0.848223793,0.689471852,0.689471852,0.217601757,7810000000.0,0.000462729,0.264387564,0.3697515,0.005572526,0.005688177,0.630654032,0.001795566,0.048402213,0.951597787,0.008472079,0.371528329,0.008958516,0.106649079,0.225714501,0.393678919,0.014992504,0.008846236,0.000714722,19100000.0,9460000000.0,0.010806452,0.036846202,0.466746568,0.047327463,0.749696343,0.039395214,0.037741641,0.047356843,0.005711318,0.017246621,0.014124779,0.369311261,0.27697486,0.0,0.25824974,0.731873665,0.326623836,0.090141684,0.971455383,0.009277016,0.001857617,0.000117942,0.000129611,0.593908834,0.000365058,0.671603107,0.07270107,0.25824974,0.326623836,0.115444767,0.648099603,0.461843444,0.612132895,0.315144934,0.051403108,0,0.872834407,0.012745845,0.623812644,0.636203666,0.844316065,0.276081448,0.026802937,0.565213948,1,0.079368782,4
207,0,0.574952469,0.629633668,0.616307083,0.62240015,0.62240015,0.999254143,0.797771556,0.809610595,0.303595586,0.781891519,0.000176577,3010000000.0,0.47888243,0.000583058,0.177852009,0.29623699,0.29623699,0.29623699,0.309634112,0.374584424,0.065353842,0.184594088,0.262032086,0.022244917,0.84870675,0.689437978,0.689437978,0.217597791,6960000000.0,0.000510367,0.264139683,0.406691256,0.01480869,0.009206637,0.630668416,0.003838262,0.087341657,0.912658343,0.005946254,0.369670732,0.005365848,0.184571791,0.261171857,0.397080476,0.115442279,0.002302862,0.002745317,5430000000.0,0.000351771,0.028064516,0.013791989,0.40541824,0.005009325,0.85460449,0.524945131,0.640653004,0.393845023,0.01173266,0.025505464,0.081641289,0.386614904,0.277156345,0.0082933,0.872985265,0.738028795,0.329240248,1540000000.0,0.980099676,0.002646241,0.022752445,0.000228035,0.000190725,0.594012593,0.000383598,0.671660806,0.162695426,0.872985265,0.329240248,0.110946422,0.760495037,0.492906282,0.697116539,0.330157412,0.019802634,0,0.851407797,0.00046454,0.624083489,0.622398277,0.84369457,0.277562519,0.026805664,0.565226634,1,0.043829576,4
247,0,0.505825574,0.576319232,0.561218481,0.61355021,0.61355021,0.999007796,0.797525449,0.809440558,0.303680905,0.78170387,0.000281112,4990000000.0,0.464876744,0.000330033,0.025002531,0.333487843,0.333487843,0.333487843,0.242034603,0.323618872,0.044436378,0.10495888,0.193191233,0.022349185,0.848179631,0.689965425,0.689963405,0.217655989,0.000315593,0.001318989,0.26516695,0.377342498,0.012723205,0.008942753,0.630614307,0.001455421,0.040481301,0.959518699,0.00692328,0.369637181,0.005452374,0.104198218,0.190430586,0.396184201,0.122938531,0.001328964,0.004755419,0.000208461,0.000644536,0.024516129,0.01422969,0.394167929,0.005158911,0.793168529,0.249117181,0.292289286,0.012898368,0.010527309,0.001558003,0.043549102,0.350697304,0.277147152,0.006022587,0.95788651,0.733963643,0.327511942,0.0,0.940650881,0.002344663,0.024827199,0.000149563,0.000131822,0.593973455,1840000000.0,0.671572568,0.110810744,0.95788651,0.327511942,0.110933234,0.64317425,0.45941786,0.578718513,0.314592794,0.023021409,0,0.812622106,0.015856889,0.623864722,0.613547186,0.840938958,0.275834811,0.026791825,0.565161579,1,0.094151019,4
