Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster_ID
33,0,0.471798372,0.54273877,0.531559505,0.603583217,0.603583217,0.998960306,0.797395962,0.809341217,0.303554013,0.781595238,0.000168829,4790000000.0,0.465931909,0.000405041,0.0,0.177868611,0.177868611,0.177868611,0.217074785,0.319905213,0.019299121,0.095187688,0.170972358,0.022054759,0.847919518,0.690164343,0.690164343,0.217595581,7070000000.0,0.00044868,0.264111709,0.380006334,0.012264548,0.010153003,0.630655744,0.002492271,0.063216132,0.936783868,0.005598563,0.370020779,0.005577289,0.095152018,0.170002262,0.39710727,0.124437781,0.001138243,0.005551262,0.000262725,0.000261748,0.025483871,0.0165592,0.391917867,0.008723443,0.794639198,0.276874434,0.313344547,0.032506882,0.010516049,0.00353934,0.048365485,0.3502879,0.277124221,0.004868216,0.701286703,0.734239831,0.327804641,0.0,0.934679441,0.00227719,0.024355866,9720000000.0,9030000000.0,0.593953367,2960000000.0,0.671567161,0.252637156,0.701286703,0.327804641,0.110933234,0.635624633,0.456439547,0.585032645,0.313697066,0.023872527,0,0.802682773,0.000672988,0.623907889,0.60358479,0.840438392,0.276586705,0.026822084,0.56530167,1,0.061035889,1
35,0,0.504704334,0.549171391,0.535949462,0.62221998,0.622428977,0.999161127,0.797547445,0.809372204,0.303398601,0.781634957,0.000270127,0.000225815,0.475842748,660000000.0,0.5917603,0.179469892,0.179469892,0.179469892,0.219532949,0.326306854,0.016153183,0.110251608,0.181140318,0.022081829,0.848035734,0.689234819,0.689234819,0.217572194,6130000000.0,0.000477527,0.263549122,0.385259491,0.015336614,0.010981463,0.630676977,0.00197795,0.052453366,0.947546634,0.006152399,0.370428981,0.005365848,0.110280587,0.17868939,0.396566022,0.098950525,0.001158532,0.005462456,7800000000.0,0.000319999,0.023064516,0.014423571,0.401573913,0.005744739,0.816290754,0.311010238,0.392888444,0.218175951,0.011761861,0.023681611,0.048516714,0.377208185,0.277172733,0.009580163,0.839703257,0.735228838,0.327737509,0.0,0.936977225,0.00227905,0.037820258,0.000149869,0.00012203,0.59398264,0.000233525,0.671594244,0.162356842,0.839703257,0.327737509,0.110933234,0.669455804,0.471517462,0.629891349,0.31758421,0.019123997,0,0.806820093,0.001070656,0.623880911,0.622218215,0.840654802,0.276213371,0.026799577,0.56519823,1,0.073415642,1
38,0,0.552235168,0.600741387,0.59055624,0.619611122,0.619675983,0.999182619,0.797779304,0.809589243,0.303758732,0.781880151,0.000204445,4720000000.0,0.477780294,0.0,0.251543679,0.201972104,0.201972104,0.201972104,0.242601872,0.329136309,0.020009982,0.115870043,0.198689463,0.022096858,0.848053745,0.689382319,0.689382319,0.217592638,718000000.0,0.000455492,0.263844402,0.381487277,0.015820855,0.015032059,0.630612252,0.002466738,0.06270218,0.93729782,0.006171197,0.369637181,0.005365848,0.115874412,0.197737727,0.3957086,0.088455772,0.001107808,0.005707528,0.000418641,0.000279904,0.020806452,0.012240941,0.400985957,0.005503622,0.813210301,0.364662734,0.366727107,0.180805778,0.015208705,0.021648838,0.043937182,0.372490625,0.277012844,0.001933719,0.641153469,0.735211408,0.327652472,0.0,0.960836423,0.002542119,0.021510425,0.00016889,0.000173993,0.59399201,0.00023094,0.671580514,0.153567333,0.641153469,0.327652472,0.110933234,0.651251245,0.46252887,0.631720959,0.315554292,0.018540782,0,0.835265759,0.000693631,0.624090836,0.619608832,0.842359642,0.276568313,0.026791157,0.565158396,1,0.061531055,1
43,0,0.475698338,0.537887048,0.525670539,0.605846149,0.605947044,0.998990233,0.797400112,0.809324812,0.303498664,0.781574045,0.000176693,0.000112058,0.461838739,0.000331033,0.054054054,0.198685264,0.198685264,0.198685264,0.215562069,0.318066068,0.02575737,0.098770458,0.171800859,0.022117196,0.848541243,0.690049303,0.690049303,0.217641358,6660000000.0,0.000447906,0.264128805,0.376932678,0.017918821,0.012525468,0.631544431,0.002739401,0.068023098,0.931976902,0.005698563,0.371146968,0.005365848,0.098742814,0.170824221,0.399545566,0.113943028,0.001012448,0.006250614,6970000000.0,0.00025494,0.024677419,0.013968245,0.393308609,0.006915995,0.873308947,0.544181731,0.675093268,0.214871201,0.013949013,0.015931616,0.071247161,0.341970044,0.277146598,0.010598848,0.967291993,0.738521782,0.328624921,0.0,0.933812036,0.002250597,0.027291034,0.000240408,0.000197517,0.594029959,0.000208825,0.671570077,0.222258472,0.967291993,0.328624921,0.110933234,0.639973776,0.458203923,0.567553274,0.314207174,0.016371035,0,0.799245439,0.001032221,0.624188321,0.605842956,0.840239281,0.276765605,0.027133327,0.566390871,1,0.056675298,1
48,0,0.55204017,0.628815962,0.60806253,0.615387942,0.614220441,0.999165171,0.797667663,0.809564115,0.303600419,0.781810958,0.000134485,8910000000.0,0.497063486,0.0,0.050409961,0.19763179,0.19763179,0.19763179,0.243641864,0.332956073,0.026558979,0.120511359,0.197635008,0.022060353,0.8480245,0.689517961,0.689517961,0.217601535,6660000000.0,0.000494072,0.264330062,0.391760739,0.027947495,0.02445205,0.630618074,0.001171814,0.033497597,0.966502403,0.005744502,0.369637181,0.005365848,0.120499292,0.196493477,0.396399897,0.136431784,0.001416209,0.004468506,0.000141776,0.000254183,0.026935484,0.014215002,0.40161914,0.006425668,0.851287345,0.435189613,0.465471874,0.127709164,0.025180448,0.021192264,0.031569859,0.429183692,0.277040931,0.007490108,0.823712446,0.736628017,0.32711858,0.0,0.957020264,0.002623345,0.02460398,0.000131928,0.000128433,0.593993227,0.000103116,0.671584949,0.244248807,0.823712446,0.32711858,0.110933234,0.663200862,0.473311025,0.670023496,0.316707182,0.010452019,0,0.852621542,0.003085758,0.624295705,0.61538797,0.843014118,0.275629276,0.026792884,0.565166619,1,0.112345555,1
50,0,0.531857846,0.588693851,0.584667273,0.611907061,0.612353882,0.999139404,0.79760458,0.809496803,0.303543862,0.781768852,0.000130207,8130000000.0,0.468656216,0.000242024,0.102237069,0.205722473,0.205722473,0.205722473,0.244398223,0.332284077,0.032881105,0.12262845,0.196580553,0.022067433,0.848006818,0.689356928,0.689356928,0.217588178,69300000.0,0.00046515,0.263837409,0.385445773,0.011626173,0.008924661,0.630796496,0.00588187,0.115760196,0.884239804,0.005369281,0.374087138,0.005365848,0.122583745,0.195565945,0.402519751,0.106446777,0.00048492,0.013040898,745000000.0,0.000192907,0.027903226,0.021039026,0.404468465,0.01538103,0.8267134,0.465773246,0.576737307,0.185517389,0.009097066,0.010522325,0.093283784,0.35729634,0.277209717,0.006882385,0.758790257,0.737089849,0.330225453,0.004780242,0.945598308,0.002537102,0.017845464,0.000221808,0.000182888,0.593992145,0.00019534,0.67159116,0.302918539,0.758790257,0.330225453,0.115205033,0.666105287,0.464335618,0.627452907,0.318119618,0.025166693,0,0.828043421,0.00354985,0.624240547,0.611904114,0.842485303,0.279044863,0.026827787,0.565327207,1,0.032416087,1
51,0,0.43889241,0.502071522,0.484126559,0.620980412,0.620980412,0.998626606,0.797126198,0.809067933,0.303780969,0.781168851,0.000781818,0.000122245,0.412682117,0.0,0.0,0.162951414,0.162951414,0.162951414,0.20686395,0.311522954,0.004280291,0.088510708,0.166001356,0.023651374,0.847930212,0.68934253,0.68934253,0.21756494,5890000000.0,0.000431212,0.263983495,0.35966432,0.0892615,0.084263999,0.630612252,0.000497907,0.015206941,0.984793059,0.009171076,0.369637181,0.005365848,0.08852411,0.165025262,0.396374442,0.043478261,0.000657381,0.009623554,0.000127637,0.000292008,0.013870968,0.003595611,0.387926551,0.00121408,0.975642236,0.871059173,0.876701727,0.029432687,0.085111886,0.008279025,0.018428298,0.202918642,0.277000579,0.011037229,0.941025662,0.741763875,0.326689744,0.0,0.919536211,0.002154168,0.039197423,0.000816607,0.000819437,0.594446204,7190000000.0,0.671518294,0.060296646,0.941025662,0.326689744,0.110933234,0.614313146,0.420998328,0.47957605,0.311739396,0.003088868,0,0.778555791,8780000000.0,0.624416136,0.620978411,0.839186553,0.275140279,0.026791157,0.565158396,1,0.221132904,1
52,0,0.438989909,0.475741387,0.481449756,0.597197999,0.597197999,0.998544452,0.796853114,0.808810923,0.303475461,0.781029622,0.000482551,0.00010255,0.454422385,0.000315032,0.0,0.182546037,0.182546037,0.182546037,0.202420346,0.31587324,0.005021401,0.085416497,0.160352489,0.023033158,0.848043675,0.689530714,0.689530714,0.2176085,9930000000.0,0.000559502,0.264700717,0.373393316,0.042130914,0.033808409,0.630588622,0.000635607,0.019137165,0.980862835,0.005406934,0.369740071,0.005365848,0.088906802,0.162800694,0.395930994,0.04047976,0.00073651,0.008586055,7910000000.0,4610000000.0,0.013548387,0.00332829,0.387315981,0.009375771,0.873803068,0.476043644,0.520951439,0.365452491,0.037049924,0.081518741,0.023363221,0.319958444,0.27704705,0.013457135,0.989698298,0.737384089,0.326836918,0.0,0.91727075,0.002000784,0.020506215,0.000637021,0.000589113,0.594296723,0.001171003,0.671791257,0.383276794,0.989698298,0.326836918,0.110933234,0.731335572,0.557816378,0.549214115,0.323422288,0.00685696,0,0.768426727,0.000771164,0.624901857,0.59719915,0.838670397,0.275239842,0.026783862,0.565123372,1,0.183540078,1
59,0,0.511236777,0.561218927,0.570854971,0.614436645,0.614436645,0.999094572,0.797543018,0.809475451,0.303530085,0.781740361,0.000208493,0.000154165,0.46568028,0.000329033,0.0,0.167923813,0.167923813,0.167923813,0.220194762,0.319233218,0.007380855,0.099829004,0.174436996,0.024387086,0.848262225,0.690009571,0.690009571,0.21766158,8770000000.0,0.000479548,0.265263305,0.379652397,0.012859242,0.011239109,0.630779715,0.002671007,0.066723101,0.933276899,0.005057241,0.371569709,0.005365848,0.099785041,0.173275017,0.396063626,0.062968516,0.001111866,0.005682764,0.000213429,4390000000.0,0.017096774,0.006571391,0.394868954,0.021433888,0.792200351,0.263050744,0.282753597,0.05866499,0.011600558,0.007395706,0.041706527,0.348122475,0.277075922,0.003603432,0.572833211,0.73414472,0.327602223,0.01099286,0.931406783,0.002418473,0.013868902,0.000203656,0.000195042,0.593993563,0.000114902,0.671544304,0.726501218,0.572833211,0.327602223,0.114775267,0.624438488,0.452452364,0.581255772,0.31233264,0.02278061,0,0.811256995,0.003179413,0.629042594,0.614436524,0.840959043,0.276716109,0.026850084,0.565424535,1,0.057804997,1
61,0,0.532101594,0.604775403,0.592911826,0.622025397,0.621852434,0.999171411,0.797624362,0.809542632,0.303511474,0.781812501,0.0002507,0.000165201,0.469285289,0.000266027,0.0,0.198390291,0.198390291,0.198390291,0.242507327,0.327049586,0.025394377,0.120104226,0.192287414,0.022114494,0.848056568,0.689458955,0.689458753,0.217600423,7100000000.0,0.000478201,0.26417232,0.383210387,0.016276392,0.014158059,0.630661224,0.003140645,0.075490522,0.924509478,0.005801009,0.370710808,0.005365848,0.119277932,0.190558781,0.397675313,0.110944528,0.001150416,0.005500028,0.00011216,0.000319242,0.025483871,0.011136407,0.399753511,0.005043856,0.861120989,0.584131965,0.640844714,0.309898794,0.014335043,0.02201151,0.074394643,0.362377744,0.277075586,0.005364208,0.914646898,0.738065571,0.328819194,0.0,0.94509359,0.002440002,0.033619286,0.000238229,0.000222279,0.594023068,0.000314396,0.671521527,0.194754364,0.914646898,0.328819194,0.110933234,0.578185322,0.438009272,0.61912622,0.306437111,0.018022909,0,0.837294536,0.00413731,0.624082552,0.622024136,0.842619606,0.277057148,0.026806847,0.565232114,1,0.05097619,1
